aid,institution_id,from_institution_id,from_oid,from_name,from_ranking,from_latitude,from_longitude,aid,postype,job_inst,institution_id,to_institution_id,to_oid,startdate,to_rank,to_latitude,to_longitude
21767,21842,6,36,"University of California Los Angeles (UCLA) - Economics",20,34.068921,-118.4451811,21767,1,"Cornell University",19384,361,603,2009-01-01,18,42.4473742,-76.4822234
22574,21842,6,36,"University of California Los Angeles (UCLA) - Economics",20,34.068921,-118.4451811,22574,1,"Peking University",19530,651,767,2014-01-01,63,40.039255,116.346939
23623,21842,6,36,"University of California Los Angeles (UCLA) - Economics",20,34.068921,-118.4451811,23623,1,"university of southern california",19231,125,354,2016-07-01,51,34.0223519,-118.285117
27141,21842,6,36,"University of California Los Angeles (UCLA) - Economics",20,34.068921,-118.4451811,27141,1,"University of Maryland, Baltimore County",18997,13,20,2007-01-01,24,38.9847953,-76.9440122
27194,21842,6,36,"University of California Los Angeles (UCLA) - Economics",20,34.068921,-118.4451811,27194,1,"university of sydney",19454,589,688,2017-07-01,100,-33.8853411,151.1852555
28366,21842,6,36,"University of California Los Angeles (UCLA) - Economics",20,34.068921,-118.4451811,28366,9,"University of Mannheim",19139,175,204,2010-01-01,35,49.4829556,8.461786
28441,21842,6,36,"University of California Los Angeles (UCLA) - Economics",20,34.068921,-118.4451811,28441,1,"johns hopkins university",19019,40,49,2017-07-01,66,39.3251692,-76.6227679
29117,21842,6,36,"University of California Los Angeles (UCLA) - Economics",20,34.068921,-118.4451811,29117,1,"university of southern california",19231,125,354,2017-07-01,51,34.0223519,-118.285117
29173,21842,6,36,"University of California Los Angeles (UCLA) - Economics",20,34.068921,-118.4451811,29173,15,,19620,742,881,2016-07-01,9,40.7290549,-73.9965233
30262,21842,6,36,"University of California Los Angeles (UCLA) - Economics",20,34.068921,-118.4451811,30262,1,"Massachusetts Institute of Technology",19238,311,361,2018-01-01,7,42.3606249,-71.0835567
30319,21842,6,36,"University of California Los Angeles (UCLA) - Economics",20,34.068921,-118.4451811,30319,1,,19407,535,623,2016-07-01,86,39.999567,116.331991
31968,21842,6,36,"University of California Los Angeles (UCLA) - Economics",20,34.068921,-118.4451811,31968,6,"University of Pennsylvania Population Studies Center",19105,137,502,2006-01-01,6,39.952414,-75.1965869
33357,21842,6,36,"University of California Los Angeles (UCLA) - Economics",20,34.068921,-118.4451811,33357,1,"Stockholm School of Economics",19527,649,765,2017-08-01,93,59.3417181,18.0570142
33765,21842,6,36,"University of California Los Angeles (UCLA) - Economics",20,34.068921,-118.4451811,33765,1,"University of Mannheim",19139,175,204,2017-07-01,35,49.4829556,8.461786
36694,21842,6,36,"University of California Los Angeles (UCLA) - Economics",20,34.068921,-118.4451811,36694,6,"Carnegie Mellon University",19126,158,185,2018-07-01,51,40.4441758,-79.9455565
37720,21842,6,36,"University of California Los Angeles (UCLA) - Economics",20,34.068921,-118.4451811,37720,9,"University of Melbourne",19216,288,1305,2018-08-01,42,-37.8014,144.959407
38786,21842,6,36,"University of California Los Angeles (UCLA) - Economics",20,34.068921,-118.4451811,38786,1,"University of Copenhagen",19633,761,902,2018-01-01,53,55.6878461,12.5696519
39166,21842,6,36,"University of California Los Angeles (UCLA) - Economics",20,34.068921,-118.4451811,39166,2,"Washington University in St. Louis",19046,72,84,2003-01-01,84,38.648238,-90.3048746
23639,19217,290,336,"Yale University - economics",11,41.3138919,-72.9240345,23639,1,"universityÂ of notre dame",19084,104,119,2016-07-01,77,41.695579,-86.2378059
24430,19217,290,336,"Yale University - economics",11,41.3138919,-72.9240345,24430,1,mit,19238,311,361,2016-07-01,7,42.3606249,-71.0835567
24625,19217,290,336,"Yale University - economics",11,41.3138919,-72.9240345,24625,NULL,"yale university",19217,290,336,2016-07-01,11,41.3138919,-72.9240345
25189,19217,290,336,"Yale University - economics",11,41.3138919,-72.9240345,25189,NULL,"yale university",19217,290,336,2016-07-01,11,41.3138919,-72.9240345
25763,19217,290,336,"Yale University - economics",11,41.3138919,-72.9240345,25763,1,"princeton university",19622,747,886,2016-07-01,13,40.3490675,-74.6555328
27696,19217,290,336,"Yale University - economics",11,41.3138919,-72.9240345,27696,1,"university of maryland",18997,13,20,2017-07-01,24,38.9847953,-76.9440122
28623,19217,290,336,"Yale University - economics",11,41.3138919,-72.9240345,28623,1,"university of cambridge",19093,120,139,2017-07-01,42,52.2010116,0.1084907
28676,19217,290,336,"Yale University - economics",11,41.3138919,-72.9240345,28676,1,"carnegie mellon university",19127,158,522,2017-07-01,51,40.4410936,-79.9422009
29814,19217,290,336,"Yale University - economics",11,41.3138919,-72.9240345,29814,1,"university of wisconsin madison",19047,73,85,2017-07-01,31,43.0765006,-89.4052976
29832,19217,290,336,"Yale University - economics",11,41.3138919,-72.9240345,29832,1,"northwestern university",19003,18,25,2017-07-01,12,42.0571538,-87.6716364
30094,19217,290,336,"Yale University - economics",11,41.3138919,-72.9240345,30094,1,"university of wisconsin madison",19047,73,85,2017-07-01,31,43.0765006,-89.4052976
30095,19217,290,336,"Yale University - economics",11,41.3138919,-72.9240345,30095,1,"university of warwick",19097,124,143,2017-07-01,33,52.3810194,-1.5630489
30252,19217,290,336,"Yale University - economics",11,41.3138919,-72.9240345,30252,1,"university of southern california",19231,125,354,2017-07-01,51,34.0223519,-118.285117
32469,19217,290,336,"Yale University - economics",11,41.3138919,-72.9240345,32469,1,"university of southern california",19231,125,354,2018-08-01,51,34.0223519,-118.285117
32713,19217,290,336,"Yale University - economics",11,41.3138919,-72.9240345,32713,1,"Georgetown University",19062,85,99,2018-01-01,60,38.9089853,-77.0734746
32976,19217,290,336,"Yale University - economics",11,41.3138919,-72.9240345,32976,9,"University of Oxford",19150,186,217,2017-09-01,8,51.7574088,-1.2468664
33065,19217,290,336,"Yale University - economics",11,41.3138919,-72.9240345,33065,1,"boston university",19374,29,37,2017-07-01,30,42.3509108,-71.1054953
33732,19217,290,336,"Yale University - economics",11,41.3138919,-72.9240345,33732,2,"Yale University",19217,290,336,2017-01-01,11,41.3138919,-72.9240345
34079,19217,290,336,"Yale University - economics",11,41.3138919,-72.9240345,34079,1,"Columbia University",19007,22,29,2017-09-01,10,40.8077151,-73.9596015
34184,19217,290,336,"Yale University - economics",11,41.3138919,-72.9240345,34184,1,"University of Southern California",19231,125,354,2012-09-01,51,34.0223519,-118.285117
34446,19217,290,336,"Yale University - economics",11,41.3138919,-72.9240345,34446,6,"Stanford University",19052,78,130,2018-09-01,3,37.429248,-122.1652635
34940,19217,290,336,"Yale University - economics",11,41.3138919,-72.9240345,34940,15,"Massachusetts Institute of Technology",19238,311,361,2018-01-01,7,42.3606249,-71.0835567
36037,19217,290,336,"Yale University - economics",11,41.3138919,-72.9240345,36037,1,"University of Cambridge",19093,120,139,2018-09-01,42,52.2010116,0.1084907
36118,19217,290,336,"Yale University - economics",11,41.3138919,-72.9240345,36118,1,"Princeton University",19622,747,886,2017-03-01,13,40.3490675,-74.6555328
36797,19217,290,336,"Yale University - economics",11,41.3138919,-72.9240345,36797,1,"Vanderbilt University",19273,347,793,2015-06-01,88,36.1447034,-86.8026551
37878,19217,290,336,"Yale University - economics",11,41.3138919,-72.9240345,37878,1,"Duke University",19998,17,24,2018-06-01,15,36.0014258,-78.9382286
38195,19217,290,336,"Yale University - economics",11,41.3138919,-72.9240345,38195,6,"University of Michigan",19128,2,186,2018-07-01,14,42.2738566,-83.7375824
38196,19217,290,336,"Yale University - economics",11,41.3138919,-72.9240345,38196,1,"University of Michigan",19128,2,186,2018-09-01,14,42.2738566,-83.7375824
38599,19217,290,336,"Yale University - economics",11,41.3138919,-72.9240345,38599,1,"University of Southern California",19231,125,354,2019-01-01,51,34.0223519,-118.285117
38670,19217,290,336,"Yale University - economics",11,41.3138919,-72.9240345,38670,1,"University of California Berkeley",19220,296,343,2018-09-01,4,37.871558,-122.2537809
38800,19217,290,336,"Yale University - economics",11,41.3138919,-72.9240345,38800,1,"London School of Economics and Political Science",19277,351,407,2018-07-01,5,51.5136884,-0.1167007
38892,19217,290,336,"Yale University - economics",11,41.3138919,-72.9240345,38892,1,"Cornell University",19384,361,603,2018-09-01,18,42.4473742,-76.4822234
38977,19217,290,336,"Yale University - economics",11,41.3138919,-72.9240345,38977,1,"university of sydney",19454,589,688,2019-07-01,100,-33.8853411,151.1852555
39076,19217,290,336,"Yale University - economics",11,41.3138919,-72.9240345,39076,1,"University of Chicago",19357,339,394,2011-03-01,2,41.7899222,-87.5973383
40086,19217,290,336,"Yale University - economics",11,41.3138919,-72.9240345,40086,2,"Johns Hopkins University",19019,40,49,2018-03-01,66,39.3251692,-76.6227679
40187,19217,290,336,"Yale University - economics",11,41.3138919,-72.9240345,40187,7,"Yale University",19217,290,336,2018-08-01,11,41.3138919,-72.9240345
24238,19240,312,362,"Boston College - Department of Economics",69,42.3362748,-71.168524,24238,1,"bocconi university",19163,189,220,2016-07-01,25,45.4488022,9.1898607
26543,19240,312,362,"Boston College - Department of Economics",69,42.3362748,-71.168524,26543,1,"texas a&m university",19378,513,596,2016-07-01,31,30.5975452,-96.3526833
29558,19272,347,403,"Vanderbilt University - Department of Economics",88,36.1482018,-86.8027714,29558,1,"university of virginia",19043,70,83,2017-07-01,57,38.034837,-78.5064309
28492,19138,86,203,"Toulouse School of Economics - Toulouse School of Economics",21,43.6067724,1.4371122,28492,1,"ludwig maximilian university of munich",19568,686,811,2017-07-01,29,48.1515559,11.582846
28868,19138,86,203,"Toulouse School of Economics - Toulouse School of Economics",21,43.6067724,1.4371122,28868,NULL,"princeton university",19622,747,886,2016-07-01,13,40.3490675,-74.6555328
40,18997,13,20,"University of Maryland - Economics",24,38.9847953,-76.9440122,40,1,"Peking University",19530,651,767,2008-07-01,63,40.039255,116.346939
516,18997,13,20,"University of Maryland - Economics",24,38.9847953,-76.9440122,516,7,"University of New South Wales",19059,93,107,2008-07-01,58,-33.9167956,151.2295532
1430,18997,13,20,"University of Maryland - Economics",24,38.9847953,-76.9440122,1430,1,"University of New South Wales",19059,93,107,2011-01-01,58,-33.9167956,151.2295532
1692,18997,13,20,"University of Maryland - Economics",24,38.9847953,-76.9440122,1692,15,"University of Michigan",19128,2,186,2012-09-01,14,42.2738566,-83.7375824
2398,18997,13,20,"University of Maryland - Economics",24,38.9847953,-76.9440122,2398,13,"London School of Economics",19277,351,407,2010-03-08,5,51.5136884,-0.1167007
2786,18997,13,20,"University of Maryland - Economics",24,38.9847953,-76.9440122,2786,1,"Tilburg University",19438,573,669,2009-09-01,22,51.5627987,5.042274
2865,18997,13,20,"University of Maryland - Economics",24,38.9847953,-76.9440122,2865,7,"The University of British Columbia",19028,57,67,2004-01-01,47,49.271064,-123.250418
3785,18997,13,20,"University of Maryland - Economics",24,38.9847953,-76.9440122,3785,15,"University of Los Andes",21842,6,36,2010-08-01,20,34.068921,-118.4451811
4683,18997,13,20,"University of Maryland - Economics",24,38.9847953,-76.9440122,4683,1,"University of Notre Dame",19084,104,119,2010-01-01,77,41.695579,-86.2378059
4881,18997,13,20,"University of Maryland - Economics",24,38.9847953,-76.9440122,4881,6,"University of Michigan",19132,2,1351,2010-01-01,14,42.2722976,-83.7403873
5411,18997,13,20,"University of Maryland - Economics",24,38.9847953,-76.9440122,5411,1,"Monash University",19076,95,109,2010-08-01,41,-37.9105238,145.1362182
5462,18997,13,20,"University of Maryland - Economics",24,38.9847953,-76.9440122,5462,1,"University of Maryland",18998,13,221,2013-08-01,24,38.9870833,-76.9406622
6045,18997,13,20,"University of Maryland - Economics",24,38.9847953,-76.9440122,6045,9,"university of gothenburg",19757,894,1077,2011-09-01,100,0,0
6607,18997,13,20,"University of Maryland - Economics",24,38.9847953,-76.9440122,6607,9,"Purdue University",19049,74,177,2008-03-08,93,40.4236941,-86.9110578
6653,18997,13,20,"University of Maryland - Economics",24,38.9847953,-76.9440122,6653,1,"University of Maryland",18997,13,20,2018-01-01,24,38.9847953,-76.9440122
6654,18997,13,20,"University of Maryland - Economics",24,38.9847953,-76.9440122,6654,9,"University of Virginia",19043,70,83,2010-01-01,57,38.034837,-78.5064309
7149,18997,13,20,"University of Maryland - Economics",24,38.9847953,-76.9440122,7149,6,"Stanford Institute for Economic Policy Research",19052,78,130,2011-01-01,3,37.429248,-122.1652635
7186,18997,13,20,"University of Maryland - Economics",24,38.9847953,-76.9440122,7186,1,"University of Pennsylvania",19106,137,908,2016-01-01,6,39.9522188,-75.1932137
7347,18997,13,20,"University of Maryland - Economics",24,38.9847953,-76.9440122,7347,15,"New York University",19470,144,167,2011-01-01,9,40.7290047,-73.9951385
8016,18997,13,20,"University of Maryland - Economics",24,38.9847953,-76.9440122,8016,6,"Columbia University",19007,22,29,2013-01-01,10,40.8077151,-73.9596015
8410,18997,13,20,"University of Maryland - Economics",24,38.9847953,-76.9440122,8410,7,"University of Maryland",18997,13,20,2017-01-01,24,38.9847953,-76.9440122
10522,18997,13,20,"University of Maryland - Economics",24,38.9847953,-76.9440122,10522,10,"University of Maryland",18997,13,20,2003-06-01,24,38.9847953,-76.9440122
10586,18997,13,20,"University of Maryland - Economics",24,38.9847953,-76.9440122,10586,2,"Michigan State University",19809,33,41,2012-01-01,73,42.7323099,-84.4790719
11205,18997,13,20,"University of Maryland - Economics",24,38.9847953,-76.9440122,11205,9,"Princeton University",19622,747,886,2017-01-01,13,40.3490675,-74.6555328
12012,18998,13,221,"University of Maryland - Department of Agricultural and Resource Economics",24,38.9870833,-76.9406622,12012,7,"Johns Hopkins University",19019,40,49,2012-01-01,66,39.3251692,-76.6227679
12312,18997,13,20,"University of Maryland - Economics",24,38.9847953,-76.9440122,12312,1,"George Washington University",19062,85,99,2012-08-01,60,38.9089853,-77.0734746
12632,18997,13,20,"University of Maryland - Economics",24,38.9847953,-76.9440122,12632,15,"University of Southern California",19230,125,144,2014-01-01,51,34.0188247,-118.2857791
13010,18997,13,20,"University of Maryland - Economics",24,38.9847953,-76.9440122,13010,6,"University of Chicago",19357,339,394,2011-09-01,2,41.7899222,-87.5973383
14780,18998,13,221,"University of Maryland - Department of Agricultural and Resource Economics",24,38.9870833,-76.9406622,14780,1,"Cornell University",19386,361,1174,2014-07-01,18,42.4534492,-76.4735027
15226,18997,13,20,"University of Maryland - Economics",24,38.9847953,-76.9440122,15226,3,"University of Maryland",18997,13,20,2013-01-01,24,38.9847953,-76.9440122
15410,18997,13,20,"University of Maryland - Economics",24,38.9847953,-76.9440122,15410,6,"University of Michigan",19128,2,186,2011-01-01,14,42.2738566,-83.7375824
15585,18997,13,20,"University of Maryland - Economics",24,38.9847953,-76.9440122,15585,2,"Northwestern University",19003,18,25,2010-03-08,12,42.0571538,-87.6716364
17064,18997,13,20,"University of Maryland - Economics",24,38.9847953,-76.9440122,17064,1,"Indiana University-Purdue University",19049,74,177,2007-09-01,93,40.4236941,-86.9110578
18821,18997,13,20,"University of Maryland - Economics",24,38.9847953,-76.9440122,18821,6,"Stanford University",19051,78,92,2014-09-01,3,37.4284807,-122.1658358
19039,18997,13,20,"University of Maryland - Economics",24,38.9847953,-76.9440122,19039,1,"Cornell University",19384,361,603,2007-09-01,18,42.4473742,-76.4822234
20296,18997,13,20,"University of Maryland - Economics",24,38.9847953,-76.9440122,20296,1,"Arizona State University",19900,370,432,2017-08-01,72,33.4166016,-111.9341819
20309,18997,13,20,"University of Maryland - Economics",24,38.9847953,-76.9440122,20309,1,"Michigan State University",19809,33,41,2015-09-01,73,42.7323099,-84.4790719
20506,18997,13,20,"University of Maryland - Economics",24,38.9847953,-76.9440122,20506,1,"Carnegie Mellon University",19127,158,522,2014-09-01,51,40.4410936,-79.9422009
21358,18997,13,20,"University of Maryland - Economics",24,38.9847953,-76.9440122,21358,7,"University of Maryland",18997,13,20,2012-01-01,24,38.9847953,-76.9440122
22873,18997,13,20,"University of Maryland - Economics",24,38.9847953,-76.9440122,22873,1,"University of Maryland",18998,13,221,2008-01-01,24,38.9870833,-76.9406622
23997,18997,13,20,"University of Maryland - Economics",24,38.9847953,-76.9440122,23997,1,"shanghai university of finance and economics",20251,1067,1306,2016-07-01,56,31.306911,121.496763
24587,18997,13,20,"University of Maryland - Economics",24,38.9847953,-76.9440122,24587,1,"michigan state university",19809,33,41,2016-07-01,73,42.7323099,-84.4790719
24965,18997,13,20,"University of Maryland - Economics",24,38.9847953,-76.9440122,24965,1,"Arizona State University",19900,370,432,2008-01-01,72,33.4166016,-111.9341819
25223,18997,13,20,"University of Maryland - Economics",24,38.9847953,-76.9440122,25223,1,"purdue university",19048,74,86,2016-07-01,93,40.4236941,-86.9110578
26402,18997,13,20,"University of Maryland - Economics",24,38.9847953,-76.9440122,26402,15,"Yale University",19217,290,336,2006-01-01,11,41.3138919,-72.9240345
26612,18997,13,20,"University of Maryland - Economics",24,38.9847953,-76.9440122,26612,1,"vanderbilt university",19272,347,403,2016-07-01,88,36.1482018,-86.8027714
27290,18997,13,20,"University of Maryland - Economics",24,38.9847953,-76.9440122,27290,1,"University of Maryland",18997,13,20,2018-08-01,24,38.9847953,-76.9440122
27744,18997,13,20,"University of Maryland - Economics",24,38.9847953,-76.9440122,27744,2,"University of Cologne",19444,579,676,2010-03-08,38,50.9281625,6.9288192
27990,18997,13,20,"University of Maryland - Economics",24,38.9847953,-76.9440122,27990,NULL,mit,19238,311,361,2016-07-01,7,42.3606249,-71.0835567
28215,18997,13,20,"University of Maryland - Economics",24,38.9847953,-76.9440122,28215,1,"University of Maryland",18997,13,20,2004-01-01,24,38.9847953,-76.9440122
30396,18997,13,20,"University of Maryland - Economics",24,38.9847953,-76.9440122,30396,1,"university of warwick",19097,124,143,2017-07-01,33,52.3810194,-1.5630489
31258,18997,13,20,"University of Maryland - Economics",24,38.9847953,-76.9440122,31258,1,"johns hopkins university",19019,40,49,2017-07-01,66,39.3251692,-76.6227679
32610,18997,13,20,"University of Maryland - Economics",24,38.9847953,-76.9440122,32610,1,"Cornell University",19384,361,603,2017-07-01,18,42.4473742,-76.4822234
33750,18997,13,20,"University of Maryland - Economics",24,38.9847953,-76.9440122,33750,1,"Pennsylvania State University",19102,134,154,2017-08-01,79,40.797324,-77.868361
35104,18997,13,20,"University of Maryland - Economics",24,38.9847953,-76.9440122,35104,1,"Tsinghua University",19407,535,623,2010-08-01,86,39.999567,116.331991
37817,18997,13,20,"University of Maryland - Economics",24,38.9847953,-76.9440122,37817,1,"Purdue University Krannert",19049,74,177,2018-01-01,93,40.4236941,-86.9110578
38021,18998,13,221,"University of Maryland - Department of Agricultural and Resource Economics",24,38.9870833,-76.9406622,38021,6,"Yall School of Forestry & Environmental Studies",19217,290,336,2019-01-01,11,41.3138919,-72.9240345
38650,18997,13,20,"University of Maryland - Economics",24,38.9847953,-76.9440122,38650,1,"Shanghai University of Finance and Economics",20251,1067,1306,2018-09-01,56,31.306911,121.496763
39993,18997,13,20,"University of Maryland - Economics",24,38.9847953,-76.9440122,39993,6,"Vanderbilt University",19272,347,403,2018-08-01,88,36.1482018,-86.8027714
25520,19003,18,25,"Northwestern University - Economics",12,42.0571538,-87.6716364,25520,1,"university college london",19176,90,235,2016-07-01,16,51.526067,-0.133295
25626,19003,18,25,"Northwestern University - Economics",12,42.0571538,-87.6716364,25626,NULL,aei,19147,59,212,2016-07-01,46,50.8471373,5.6867065
26131,19003,18,25,"Northwestern University - Economics",12,42.0571538,-87.6716364,26131,NULL,"university of cambridge",19093,120,139,2016-07-01,42,52.2010116,0.1084907
28237,19003,18,25,"Northwestern University - Economics",12,42.0571538,-87.6716364,28237,1,"university of chicago",19357,339,394,2017-07-01,2,41.7899222,-87.5973383
28305,19003,18,25,"Northwestern University - Economics",12,42.0571538,-87.6716364,28305,1,"vanderbilt university",19272,347,403,2017-07-01,88,36.1482018,-86.8027714
28423,19003,18,25,"Northwestern University - Economics",12,42.0571538,-87.6716364,28423,1,"university of wisconsin madison",19047,73,85,2017-07-01,31,43.0765006,-89.4052976
28744,19003,18,25,"Northwestern University - Economics",12,42.0571538,-87.6716364,28744,1,"johns hopkins university",19019,40,49,2017-07-01,66,39.3251692,-76.6227679
29151,19003,18,25,"Northwestern University - Economics",12,42.0571538,-87.6716364,29151,1,"university of toronto",19013,32,40,2017-07-01,19,43.6660209,-79.3998235
29353,19003,18,25,"Northwestern University - Economics",12,42.0571538,-87.6716364,29353,1,"princeton university",19622,747,886,2017-07-01,13,40.3490675,-74.6555328
30387,19003,18,25,"Northwestern University - Economics",12,42.0571538,-87.6716364,30387,1,"university of sydney",19454,589,688,2017-07-01,100,-33.8853411,151.1852555
30724,19003,18,25,"Northwestern University - Economics",12,42.0571538,-87.6716364,30724,1,"hong kong university of science and technology",19812,68,1176,2017-07-01,66,22.3363998,114.2654655
37969,19003,18,25,"Northwestern University - Economics",12,42.0571538,-87.6716364,37969,6,michigan,19128,2,186,2018-07-01,14,42.2738566,-83.7375824
38792,19003,18,25,"Northwestern University - Economics",12,42.0571538,-87.6716364,38792,6,princeton,19622,747,886,2018-01-07,13,40.3490675,-74.6555328
24408,19104,137,157,"University of Pennsylvania - Department of Economics",6,39.953339,-75.194527,24408,1,"boston college",19240,312,362,2016-07-01,69,42.3362748,-71.168524
25479,19104,137,157,"University of Pennsylvania - Department of Economics",6,39.953339,-75.194527,25479,1,"university of notre dame",19084,104,119,2016-07-01,77,41.695579,-86.2378059
25801,19104,137,157,"University of Pennsylvania - Department of Economics",6,39.953339,-75.194527,25801,NULL,"university of cambridge",19093,120,139,2016-07-01,42,52.2010116,0.1084907
25862,19104,137,157,"University of Pennsylvania - Department of Economics",6,39.953339,-75.194527,25862,1,"singapore management university",20255,1089,1347,2016-07-01,64,1.297537,103.8489704
25890,19104,137,157,"University of Pennsylvania - Department of Economics",6,39.953339,-75.194527,25890,1,"johns hopkins university",19019,40,49,2016-07-01,66,39.3251692,-76.6227679
25915,19104,137,157,"University of Pennsylvania - Department of Economics",6,39.953339,-75.194527,25915,1,"michigan state university",19809,33,41,2016-07-01,73,42.7323099,-84.4790719
26085,19104,137,157,"University of Pennsylvania - Department of Economics",6,39.953339,-75.194527,26085,1,"cornell university",19384,361,603,2016-07-01,18,42.4473742,-76.4822234
26148,19104,137,157,"University of Pennsylvania - Department of Economics",6,39.953339,-75.194527,26148,1,"peking university",19530,651,767,2016-07-01,63,40.039255,116.346939
28394,19104,137,157,"University of Pennsylvania - Department of Economics",6,39.953339,-75.194527,28394,1,"northwestern university",19003,18,25,2017-07-01,12,42.0571538,-87.6716364
28733,19104,137,157,"University of Pennsylvania - Department of Economics",6,39.953339,-75.194527,28733,1,"carnegie mellon university",19127,158,522,2017-07-01,51,40.4410936,-79.9422009
28943,19104,137,157,"University of Pennsylvania - Department of Economics",6,39.953339,-75.194527,28943,1,"harvard university",19275,350,406,2017-07-01,1,42.376417,-71.1182727
29600,19104,137,157,"University of Pennsylvania - Department of Economics",6,39.953339,-75.194527,29600,1,"harvard university",19275,350,406,2017-07-01,1,42.376417,-71.1182727
29921,19104,137,157,"University of Pennsylvania - Department of Economics",6,39.953339,-75.194527,29921,1,"carnegie mellon university",19127,158,522,2017-07-01,51,40.4410936,-79.9422009
24514,19318,465,499,"The Ohio State University - Economics",60,40.0017935,-83.0093428,24514,1,"shanghai university of finance and economics",20251,1067,1306,2016-07-01,56,31.306911,121.496763
25764,19318,465,499,"The Ohio State University - Economics",60,40.0017935,-83.0093428,25764,1,"national university of singapore",19329,439,507,2016-07-01,27,1.2966426,103.7763939
28033,19318,465,499,"The Ohio State University - Economics",60,40.0017935,-83.0093428,28033,1,"shanghai university of finance and economics",20251,1067,1306,2017-07-01,56,31.306911,121.496763
29331,19318,465,499,"The Ohio State University - Economics",60,40.0017935,-83.0093428,29331,1,"shanghai university of finance and economics",20251,1067,1306,2017-07-01,56,31.306911,121.496763
29898,19318,465,499,"The Ohio State University - Economics",60,40.0017935,-83.0093428,29898,1,"shanghai university of finance and economics",20251,1067,1306,2017-07-01,56,31.306911,121.496763
33147,19318,465,499,"The Ohio State University - Economics",60,40.0017935,-83.0093428,33147,1,"university of melbourne",19215,288,334,2017-07-01,42,-37.8013795,144.9593986
26311,19384,361,603,"Cornell University - Economics",18,42.4473742,-76.4822234,26311,NULL,"cornell university",19384,361,603,2016-07-01,18,42.4473742,-76.4822234
29292,19384,361,603,"Cornell University - Economics",18,42.4473742,-76.4822234,29292,1,"arizona state university",19900,370,432,2017-07-01,72,33.4166016,-111.9341819
24462,19062,85,99,"Georgetown University - Department of Economics",60,38.9089853,-77.0734746,24462,1,"shanghai university of finance and economics",20251,1067,1306,2016-07-01,56,31.306911,121.496763
23827,19470,144,167,"New York University - Economics Department",9,40.7290047,-73.9951385,23827,NULL,"carnegie mellon university",19127,158,522,2016-07-01,51,40.4410936,-79.9422009
23858,19470,144,167,"New York University - Economics Department",9,40.7290047,-73.9951385,23858,1,"university of california los angeles",21842,6,36,2016-07-01,20,34.068921,-118.4451811
24402,19470,144,167,"New York University - Economics Department",9,40.7290047,-73.9951385,24402,1,"shanghai university of finance and economics",20251,1067,1306,2016-07-01,56,31.306911,121.496763
24798,19470,144,167,"New York University - Economics Department",9,40.7290047,-73.9951385,24798,1,"singapore management university",20255,1089,1347,2016-07-01,64,1.297537,103.8489704
26139,19470,144,167,"New York University - Economics Department",9,40.7290047,-73.9951385,26139,1,"maastricht university",19147,59,212,2016-07-01,46,50.8471373,5.6867065
26267,19470,144,167,"New York University - Economics Department",9,40.7290047,-73.9951385,26267,NULL,"harvard university",19275,350,406,2016-07-01,1,42.376417,-71.1182727
27815,19470,144,167,"New York University - Economics Department",9,40.7290047,-73.9951385,27815,1,"tsinghua university",19407,535,623,2017-07-01,86,39.999567,116.331991
27826,19470,144,167,"New York University - Economics Department",9,40.7290047,-73.9951385,27826,1,"university of chicago",19357,339,394,2017-07-01,2,41.7899222,-87.5973383
28273,19470,144,167,"New York University - Economics Department",9,40.7290047,-73.9951385,28273,NULL,"washington university in st. louisis",19046,72,84,2016-07-01,84,38.648238,-90.3048746
28716,19470,144,167,"New York University - Economics Department",9,40.7290047,-73.9951385,28716,1,"university of southern california",19231,125,354,2017-07-01,51,34.0223519,-118.285117
28809,19470,144,167,"New York University - Economics Department",9,40.7290047,-73.9951385,28809,1,"columbia university",19007,22,29,2017-07-01,10,40.8077151,-73.9596015
28974,19470,144,167,"New York University - Economics Department",9,40.7290047,-73.9951385,28974,1,mit,19238,311,361,2017-07-01,7,42.3606249,-71.0835567
29019,19470,144,167,"New York University - Economics Department",9,40.7290047,-73.9951385,29019,1,"london school of economics",19430,564,660,2017-07-01,98,51.5261552,-0.160668
24755,19102,134,154,"Pennsylvania State University - Economics",79,40.797324,-77.868361,24755,1,"university of rochester",19134,161,189,2016-07-01,81,43.1305531,-77.6260033
29643,19102,134,154,"Pennsylvania State University - Economics",79,40.797324,-77.868361,29643,1,"arizona state university",19900,370,432,2017-07-01,72,33.4166016,-111.9341819
24034,19357,339,394,"University of Chicago - Economics",2,41.7899222,-87.5973383,24034,1,"michigan state university",19809,33,41,2016-07-01,73,42.7323099,-84.4790719
25420,19357,339,394,"University of Chicago - Economics",2,41.7899222,-87.5973383,25420,1,"washington university in st. louisis",19046,72,84,2016-07-01,84,38.648238,-90.3048746
25554,19357,339,394,"University of Chicago - Economics",2,41.7899222,-87.5973383,25554,1,"university of british columbia",19028,57,67,2016-07-01,47,49.271064,-123.250418
25691,19357,339,394,"University of Chicago - Economics",2,41.7899222,-87.5973383,25691,1,"harvard university",19275,350,406,2016-07-01,1,42.376417,-71.1182727
26030,19357,339,394,"University of Chicago - Economics",2,41.7899222,-87.5973383,26030,1,"princeton university",19622,747,886,2016-07-01,13,40.3490675,-74.6555328
26073,19357,339,394,"University of Chicago - Economics",2,41.7899222,-87.5973383,26073,NULL,"university of chicago",19357,339,394,2016-07-01,2,41.7899222,-87.5973383
